Author Name,Nationality,Paper Count
"Jin, Weishi",China,1
"Qiu, Yu",China,1
"Xu, Jun",China,1
"Nocerino, Erica",Unknown,1
"Ilizirov, Grigory",Unknown,1
"Zhou, Ye",China,1
"Yao, Mengru",China,1
"Vives, Luis",Unknown,1
"Mayr, Andreas",Unknown,1
"Tang, Fuquan",China,1
"Li, Zhiqiang",China,1
"Yu, Jinge",China,1
"Chimonyo, Vimbayi",Unknown,1
"Gao, Zhihai",China,1
"Sampath, Aparajithan",Unknown,1
"McGlinchy, Joseph",Unknown,1
"Deng, Lei",China,1
"Su, Yu",China,1
"Zhang, Yuting",China,1
"Li, Guoming",China,1
"Wang, Lixuan",China,1
"Duan, Xiuxian",China,1
"Ji, Xiaowei",Unknown,1
"Muller, Brian",Unknown,1
"Zhuoma, Gesang",Unknown,1
"Bai, Xiaojing",China,1
"Lafarge, Florent",Unknown,1
"Zhan, Shian",China,1
"Yu, Ying",China,1
"Wang, Hanxiang",China,1
"Wang, Ning",China,1
"Rejith, R.G.",Unknown,1
"Chen, Chunsen",China,1
"Zhao, Beibei",China,1
"Wang, Long",China,1
"Stow, Douglas",Unknown,1
"Jia, Xin",Unknown,1
"Machado, Marcela do Valle",Unknown,1
"Zhang, Xiaoli",China,1
"Duncan, Andrew",Unknown,1
"Chinnasamy, Pennan",Unknown,1
"Qu, Yonghua",Unknown,1
"Qian, Xinyu",China,1
"Subedi, Mukti Ram",Unknown,1
"Che, Erzhuo",China,1
"Zhu, Wenlei",China,1
"Sun, Senzhen",China,1
"Chang, Cun",Unknown,1
"Kacikoc, Meltem",Unknown,1
"Li, Kaifeng",China,1
"Coulter, Lloyd",Unknown,1
"Xu, Jiaxin",China,1
"Jiadong, Jin",China,1
"Vallet, Bruno",Unknown,1
"Lo, Edmond Yat-Man",Unknown,1
"Li, Shu",China,1
"Chen, Tao",China,1
"Fang, Xu",China,1
"Liu, Hongchao",China,1
"Zhou, Ping",China,1
"Tiwari, K.C.",Unknown,1
"Herrero, Hannah V.",Unknown,1
"Li, Xiaozhu",China,1
"Calder, Brian R.",Unknown,1
"Ming, Fan",Unknown,1
"Ren, Na",China,1
"Zhang, Changlu",China,1
"Fritsch, Dieter",Unknown,1
"Nie, Chenhui",Unknown,1
"Guo, Hongwei",China,1
"Pan, Tso-Chien",China,1
"Susaki, Junichi",Unknown,1
"Hanafy, Hazem",Unknown,1
"Yang, Lina",China,1
"Loveland, Thomas R.",Unknown,1
"Gao, Tian",China,1
"Lin, Zhikang",China,1
"D'Angelo, Pablo",Unknown,1
"Yang, Shanying",China,1
"Ji, Shunping",Unknown,1
"Scioli, Carlos",Unknown,1
"Zhang, Hua",China,1
"Zhang, Yanyan",China,1
"Zhao, Pengcheng",China,1
"Dang, Zhengjun",Unknown,1
"Xiao, Chiwei",China,1
"Bai, Yan",China,1
"Dukai, Balázs",Unknown,1
"Zhou, Yuyu",China,1
"Lambert, Samuel G.",Unknown,1
"Lu, Xiaoyan",China,1
"Zhang, Xiaomei",China,1
"Xin, Xin",Unknown,1
"Yang, Min",China,1
"Xu, Yong",China,1
"Iiames, John",Unknown,1
"Tian, Jinwen",China,1
"Jia, Yonghong",Unknown,1
"Chen, Huimin",China,1
"Johnson, Kathleen E.",USA,1
"Xu, Jiasheng",China,1
"Tang, Chao",China,1
"Wang, Xinqiang",China,1
"Yang, Jiali",China,1
"Xu, Xiong",China,1
"Biggs, Trent",Unknown,1
"Chen, Xuhui",China,1
"Zhao, Tiebiao",China,1
"Yan, Peng",China,1
"Yang, Mei",China,1
"Fan, Zhiwei",China,1
"Kavzoglu, Taskin",Unknown,1
"Yu, Tian",China,1
"Li, Yong",China,1
"Gómez, C.",Unknown,1
"Terstriep, Jeffrey",Unknown,1
"Zhu, Weining",China,1
"Shen, Qian",China,1
"Leena, Chumbitha",Unknown,1
"Falk, Mike",Unknown,1
"Sang, Xiao",China,1
"Zhang, Yanfeng",China,1
"Agrawal, Sonam",Unknown,1
"Yu, Jiaxiang",China,1
"Fu, Ying",China,1
"Masek, Jeffrey G.",Unknown,1
"Tian, Lianbiao",China,1
"Liang, Yubin",China,1
"Ji, Ru",Unknown,1
"Plummer, Matthew",Unknown,1
"Wang, Zhoufeng",China,1
"Matci, Dilek Kucuk",Unknown,1
"Zhang, Heqing",China,1
"Lv, Yan",China,1
"Zhang, Feifei",China,1
"Zheng, Zhi",China,1
"Bell, Jordan",Unknown,1
"Yang, Rui",China,1
"Sun, Yang",China,1
"Zhang, Yun",China,1
"Yang, Cunjian",China,1
"Peters, Ravi",Unknown,1
"Congalton, Russell G.",Unknown,1
"Cothren, Jackson",Unknown,1
"Wu, Linfeng",China,1
"SaadatSeresht, Mohammad",Unknown,1
"Zhang, Yiwei",China,1
"Wu, Chengze",China,1
"Wang, Libo",China,1
"Ma, He",China,1
"Tian, Jiaojiao",China,1
"Tang, Huahui",China,1
"Laefer, Debra F.",Unknown,1
"Yu, Wenle",China,1
"Zhang, Daiwei",China,1
"Yavari, Somayeh",Unknown,1
"Li, Jiabao",China,1
"Lan, Qiongqiong",Unknown,1
"Hughes, David",Unknown,1
"Atasever, Umit Haluk",Unknown,1
"He, Yue",China,1
"Çabuk, Alper",Turkey,1
"Tsay, Jaan-Rong",Unknown,1
"Xiangyu, Wang",China,1
"Wang, Lihua",China,1
"Aljumaily, Harith",Unknown,1
"Edokossi, Komi",Unknown,1
"Wang, Jiaqi",China,1
"Daksiya, Velautham",Unknown,1
"Kartikeyan, B.",Unknown,1
"Grier, Gina",Unknown,1
"Ma, Yutang",China,1
"Anderson, John",USA,1
"Fu, Peng",China,1
"Jia, Mingquan",Unknown,1
"Yu, Yongbo",China,1
"Boukerch, Issam",Unknown,1
"Fu, Xuesong",China,1
"Yu, Shuang",China,1
"Bian, Haiyi",Unknown,1
"Ahmad, Israr",Saudi Arabia,1
"Chen, Jun",China,1
"Ali, Yeamin",Unknown,1
"Shu, Song",Unknown,1
"Song, Junfeng",China,1
"Xie, Junwei",China,1
"Landrieu, Loic",Unknown,1
"Ning, Xinwen",Unknown,1
"Jahangir, Zahid",Unknown,1
"Gowravaram, Saket",Unknown,1
"Xu, Jianhui",China,1
"Li, Hongli",China,1
"Hao, Tianyi",Unknown,1
"Yang, Wei",China,1
"Liu, Jin",China,1
"Sekandari, Milad",Unknown,1
"Bo, Yanchen",Unknown,1
"Liang, Lifeng",China,1
"Shu, Yuxuan",Unknown,1
"Gao, Yangjun",China,1
"Wang, Gang",China,1
"Sarif, Md.Omar",Arab,1
"Ocer, Nuri Erkin",Unknown,1
"Sui, Haigang",Unknown,1
"Chen, Jing M.",China,1
"Uz, Stephanie Schollaert",Unknown,1
"Wan, Jie",China,1
"Sun, Yue",China,1
"Li, Kun",China,1
"Li, Mao",China,1
"Bai, Ting",China,1
"Huang, Jiru",China,1
"Bailly, Simon",Unknown,1
"Masson, Ignacio",Unknown,1
"Su, Baiyan",Unknown,1
"Deng, Xinwei",China,1
"Lu, Xingzheng",China,1
"Liu, Xianglei",China,1
"Xu, Ershaui",China,1
"Vincx, Magda",Unknown,1
"Dhakar, Rajkumar",Unknown,1
"Datta, Manoj",Unknown,1
"Niu, Yiru",Unknown,1
"Shuart, William",Unknown,1
"Musaoglu, Nebiye",Unknown,1
"Storey, Emanuel",Unknown,1
"Wang, Xia",China,1
"Roy, Arijit",Canada,1
"Chauhan, Prakash",India,1
"Schilling, Erik",Germany,1
"Lv, Laishui",China,1
"Shen, Qiang",China,1
"Lv, Pinpin",China,1
"Chen, Nengcheng",China,1
"Zhang, Li",China,1
"Duan, Xuzhe",China,1
"Joseph, Maxwell",Unknown,1
"Mossa, Hussein Abdelwahab",Arab,1
"Yang, Dayong",China,1
"Zhao, Haimeng",China,1
"Liu, Jiexi",China,1
"Liu, Bin",China,1
"Singh, Neetu",India,1
"Deering, Carol",Unknown,1
"Yao, Yukai",China,1
"Şenol, Halil İbrahim",Turkey,1
"Aslam, Rana Waqar",Unknown,1
"Chen, Chi",China,1
"Lawton, Jake",Unknown,1
"He, Jing",China,1
"Wang, Fangyuan",China,1
"Woolard, Jason",Unknown,1
"Zhang, Zeliang",China,1
"Moradi, Behrooz",France,1
"Li, Binbin",China,1
"Li, Caixia",China,1
"Wichmann, Andreas",Unknown,1
"Singh, Kunwar K.",India,1
"Liu, Xiujuan",China,1
"Şeker, Dursun Zafer",Turkey,1
"Sakaklı, Kadir Kaan",Turkey,1
"Jingye, Shi",China,1
"Li, Wentao",China,1
"Zhan, Zongqian",China,1
"Ayazi, Seyed Mohammad",Unknown,1
"Xiang, Yun",China,1
"Yu, Qiutong",China,1
"Niu, Haofang",Unknown,1
"Li, Song",China,1
"van Liempt, Jordi",Netherlands,1
"Acar, Ugur",Unknown,1
"Vitalis, Stelios",Unknown,1
"Duan, Ran",China,1
"Vettore, Antonio",Unknown,1
"Chen, Si",China,1
"Nex, Francesco",Unknown,1
"Shudong, Liu",Unknown,1
"Yang, Feng",China,1
"Zhang, Dezhi",China,1
"Antonidoss, A.",Unknown,1
"Sun, Yongqiang",China,1
"Li, Erzhu",China,1
"Chehata, Nesrine",China,1
"Ennafii, Oussama",Unknown,1
"Guo, Bo",China,1
"Yoneda, Mizuki",Unknown,1
"Sun, Yujie",China,1
"Perry, Gad",Unknown,1
"Zhai, Yuwei",China,1
"Deng, Xiangjin",China,1
"Chuang, Yi-Rung",Unknown,1
"Wei, Bo",China,1
"Forfinski-Sarkozi, Nicholas A.",Unknown,1
"Li, Zhi",China,1
"Li, Wanyun",China,1
"Calabia, Andres",Unknown,1
"Xu, Ying",China,1
"Mohammed, Darin Mohammed Tofiq",Arab,1
"Yang, Xiaojun",China,1
"Guo, Shuxu",China,1
"Ma, Yunlong",China,1
"Sohl, Terry",Unknown,1
"Shen, Xinyi",China,1
"Hashemi-Beni, Leila",Japan,1
"Zhao, Ruishan",China,1
"Loboda, Tatiana V.",Unknown,1
"Zhang, Yaping",China,1
"Gonsoroski, Elaina",Unknown,1
"Li, Wei",China,1
"Wang, Shuoyang",China,1
"Yuan, An",China,1
"Avey, Lance",Unknown,1
"Peterson, Kyle T.",Unknown,1
"Yang, Yulong",China,1
"Liu, Weiwei",China,1
"Feng, Guangcai",China,1
"Filin, Sagi",Unknown,1
"Qiao, Xu",China,1
"Gong, Jinqi",Unknown,1
"Zhu, Xinyu",China,1
"Jiang, Gangwu",China,1
"Guldmann, Jean-Michel",Unknown,1
"Yue, Zongyu",Unknown,1
"Liu, Guoxiang",China,1
"Xu, Yingqiao",China,1
"Wang, Junbang",China,1
"Wang, Shaohua",China,1
"Li, Fengpeng",China,1
"Yeh, Anthony Gar-On",Unknown,1
"Chen, Jiankui",China,1
"Zhang, Xiaorui",China,1
"Lu, Tao",China,1
"Shahtahmassebi, ZhengAmirReza",China,1
"Wang, Ce",China,1
"Trinder, John C.",Unknown,1
"Hay-Man Ng, Alex",Unknown,1
"Shi, Wenzhong",China,1
"Hasheminasab, Seyyed Meghdad",Japan,1
"Zhou, Weixun",China,1
"Wang, Lu",China,1
"Wu, Xueling",China,1
"Deng, Shulin",China,1
"Lin, Yaping",China,1
"Xu, Lixiang",China,1
"Mies, Jonathan",Unknown,1
"Peng, Dailiang",China,1
"Jeong, Hohyun",Unknown,1
"Ding, Qing",Unknown,1
"Zhang, Feizhou",China,1
"Dwivedi, Ravi Shankar",Unknown,1
"Jassoom, Hayder Hameed",Unknown,1
"Wang, Xin",China,1
"Zhang, Peng",China,1
"Song, Yufei",China,1
"Theiss, Hank",Unknown,1
"Jiang, Liangliang",China,1
"Ahmad, Hafiz Haroon",Saudi Arabia,1
"Zhu, Longze",China,1
"Gong, K.",Unknown,1
"Zhou, Tian",China,1
"Zhang, Wentao",China,1
"Babu, Subhash",Unknown,1
"Eissa, Aser M.",Unknown,1
"Campbell, James B.",Unknown,1
"Yue, Wang",China,1
"Fu, Qing",China,1
"Li, Yan",China,1
"Chen, Zhenting",China,1
"Zou, Chao",China,1
"Huang, Xiaohong",China,1
"Giordano, Sébastien",Unknown,1
"Zoej, Mohammad Javad Valadan",Unknown,1
"Gao, Dongyang",China,1
"Levy, Benjamin",Unknown,1
"Yu, Zhi",China,1
"Bertin, Stephane",France,1
"Li, Yuhong",China,1
"Arastounia, Mostafa",Unknown,1
"Hu, Xiangyun",China,1
"Aithal, Bharath H.",Unknown,1
"Xu, Weilan",China,1
"Mandlburger, Gottfried",Unknown,1
"Carroll, Jon W.",Unknown,1
"Wen, Bo",China,1
"Zhao, Jinqi",China,1
"Zhang, Kaixuan",China,1
"Yemei, Sun",China,1
"Limber, Russ",Unknown,1
"Weng, Min",Unknown,1
"Chen, Simin",China,1
"Li, Ainong",China,1
"Yu, Wenjie",China,1
"Wang, Shiju",China,1
"Wang, Huiqing",China,1
"Guo, Shuitao",China,1
"Thomas, Orrin",USA,1
"Wu, Shiang-Jen",China,1
"Wambugu, Naftaly",Unknown,1
"Guan, Fei",Unknown,1
"Wang, Han",China,1
"Shi, Xinlu",China,1
"Fu, Rao",China,1
"Mou, Biao",Unknown,1
"Duan, Sibo",China,1
"Li, Yansheng",China,1
"Luo, Hui",China,1
"Guoqing, Li",China,1
"Li, Yunfan",China,1
"Li, Pengfei",China,1
"Li, Dan",China,1
"Fang, Tong",China,1
"Liu, Xinyi",China,1
"Cai, Jinhao",China,1
"Wen, Chao",China,1
"Kokal, Aylin Tuzcu",Unknown,1
"Ma, Ruifeng",China,1
"Wang, Xiaoyi",China,1
"Castanheiro, Letícia Ferrari",Unknown,1
"Olsen, Michael J.",Unknown,1
"Sheikholeslami, Mohammad Moein",Unknown,1
"Lu, Wei",China,1
"Wang, Jiali",China,1
"Li, Hui",China,1
"Guo, Baoyun",China,1
"Zhai, Ruifeng",China,1
"Zhou, Haochen",China,1
"Shi, Ruoming",China,1
"Azimuddin, Syed",Unknown,1
"Kada, Martin",Unknown,1
"Li, Xiaoli",China,1
"Liu, Chuankai",China,1
"Zhou, Qiang",China,1
"Meade, Shannon",Unknown,1
"Ma, Huilian",China,1
"Schuegraf, Philipp",Germany,1
"Feng, Lian",China,1
"Yang, Lexie",China,1
SudhirKumar,Unknown,1
"Erdem, Firat",Unknown,1
"Ye, Xinyue",China,1
"Cabrera, M.",Unknown,1
"Tian, Yi",China,1
"Zhu, Yiming",China,1
"Yan, Zhang",China,1
"Yang, Fan",China,1
"Hong, Ran",Korea,1
"Yang, Miao",China,1
"Chen, Xijiang",China,1
"Sánchez-González, M.",Unknown,1
"Xie, Jianfeng",China,1
"Saxena, Manoj Raj",India,1
"Ravi, Radhika",Unknown,1
"Mukherjee, Joydeep",Unknown,1
"Zheng, Mengting",China,1
"Sun, Yuan",China,1
"Tang, Hong",China,1
"Zhang, Shan",China,1
"Spiegel, Steven",Unknown,1
"Zhang, Yanyi",China,1
"Xiong, Xiaoyan",China,1
"Chao, Haiyang",Unknown,1
"Chen, Di",China,1
"Ertekin, Omer Habib",Unknown,1
"Kayı, Abdullah",Turkey,1
"Sadeq, Haval Abdul-Jabbar",Arab,1
"Wang, Yue",China,1
"Hou, Shuzhao",Unknown,1
"Han, Wei",China,1
"Lu, Zixuan",China,1
"Guo, Wenchao",China,1
"Lou, Liyuan",Unknown,1
"Luo, Ziyi",China,1
"Sulzer, Raphael",Unknown,1
"Hua, Xianghong",China,1
"Cao, Changyong",China,1
"Irwin, Jeffrey R.",Unknown,1
"Saied, Pirasteh",Unknown,1
"Liu, Zhigang",China,1
"Ji, Xiaofei",Unknown,1
"Ren, Rui",China,1
"Zhang, Guixiang",China,1
"Bai, Linyan",China,1
"Dai, Jiguang",China,1
"Hu, Tao",China,1
"Li, Xiaojun",China,1
"Knouft, Jason H.",Unknown,1
"Liu, Desheng",China,1
"Mao, Junya",Unknown,1
"Wang, Chisheng",China,1
"Marchand, Yanis",USA,1
"Bollin, Brian",Unknown,1
"Deng, Lianbin",China,1
"Kang, Emily Lei",China,1
"Sloan, John J.",Unknown,1
"Lang, Xiujuan",Unknown,1
"Moghaddam, Sayyed Hamed Alizadeh",Unknown,1
"Thayn, Jonathan B.",Unknown,1
"Wang, Yiran",China,1
"Zhang, Lihao",China,1
"Mezouar, Oussama",Unknown,1
"Hu, Bo",China,1
"Schmidt, Valentina",Germany,1
"Li, Qinghua",China,1
"Li, Zhongnian",China,1
"Xia, Pengfei",China,1
"Seker, Dursun Zafer",Unknown,1
"Yu, Tianyi",China,1
"Ochoa, Cristian Guevara",Unknown,1
"Schleeweis, Karen",Germany,1
"Clédat, Emmanuel",Unknown,1
"Zhang, Zhonghao",China,1
"Schultz, Lori",Germany,1
"Wang, Xiaona",China,1
"Yingjie, Bo",Unknown,1
"Jin, Jian",China,1
"Wei, Mingyue",China,1
"Arvidson, Terry",Unknown,1
"Cheng, Qian",China,1
"Shigemori, Hisakazu",Unknown,1
"Cheng, Haoyuan",China,1
"Kang, Zhiming",China,1
"Li, Xia",China,1
"Song, Bo",China,1
"Lu, Jiating",China,1
"Xie, Qiaoyun",China,1
"Zou, Yebin",China,1
"Wan, Heng",China,1
"Chervan, Aliaksandr",China,1
"Oliphant, Adam",Unknown,1
"Miller, Steven",USA,1
"Xu, Bing",China,1
"Deng, Yingbin",China,1
"Portelli, Raechel A.",Unknown,1
"Tyagi, Rashi",Unknown,1
"Nadeem, Muhammad Imran",Arab,1
"Wang, Wenhui",China,1
"Xiao, Jianbo",China,1
"Peter, Brad G.",Unknown,1
"Zhang, Xuehai",China,1
"Huang, Wenchao",China,1
"Zhang, Jinzong",China,1
"Luo, Yimin",China,1
"Chen, Yannan",China,1
"Wu, Xiaowen",China,1
"Gu, Zheng",China,1
"Al-Doski, Jwan",Unknown,1
"Xu, Yan",China,1
"Liu, XianLin",China,1
"Zhang, Hongping",China,1
"Wang, Yuedong",China,1
"Jia, Yang",China,1
"La, Yixuan",Unknown,1
"Senetra, Adam",Unknown,1
"Yang, Nan",China,1
"Long, Emerson",China,1
"Bittner, Ksenia",Unknown,1
"Shah-Hosseini, Reza",China,1
"Hou, Yuhao",Unknown,1
"Zhu, Changqing",China,1
"Chang, Che-Hao",Unknown,1
"Ma, Xuehan",China,1
"Wang, Haonan",China,1
"Ye, Longjie",China,1
"Li, Xinbo",China,1
"Song, Jun-Feng",China,1
"Qi, Chen",China,1
"Zhang, Linlin",China,1
"Xiao, Peipei",China,1
"Gonçalves, Wesley Nunes",Turkey,1
"Chen, Wei",China,1
"Dou, Lijun",Unknown,1
"Chen, Kuayue",China,1
"Zhang, Zihan",China,1
"Hiura, Satoko",Unknown,1
"Pang, Shuna",Unknown,1
"Wu, Taixia",China,1
"Zhu, Jianfang",China,1
"Yang, Aqiang",China,1
"Li, Yinwei",China,1
"Deng, Zhigang",China,1
"Pang, Shiyan",Unknown,1
"Tian, Pengzhi",China,1
"Ye, Song",China,1
"Li, Dong",China,1
"Yuan, Man",China,1
"Li, FengXiang",China,1
"Grussenmeyer, Pierre",Unknown,1
"Menna, Fabio",Unknown,1
"Wang, Junfeng",China,1
"Tang, Qingxin",China,1
"Peng, Lijia",China,1
"Tian, Xiangxi",China,1
"Paque, Aaron M.",Unknown,1
"Ahn, Yushin",Korea,1
"Messina, Joseph P.",Unknown,1
"Xiao, Rui",China,1
"Liu, Haijian",China,1
"Yaseen, Andaleeb",Unknown,1
"Yelong, Zeng",Unknown,1
"Gui, Xinyuan",Unknown,1
"Kang, Zhizhong",China,1
"Pohl, Melanie",Unknown,1
"Yuan, Ruohao",China,1
"Wu, Liang",China,1
"Sahoo, Rabi N.",Unknown,1
"Rocchio, Laura E.P.",Unknown,1
"Li, Jiansong",China,1
"Bhatt, Manish",Unknown,1
"Yu, Jingle",China,1
"Cao, Yanpeng",China,1
"Li, Xiaoman",China,1
"Yao, Haiyan",China,1
"Cui, Ying",China,1
"Yang, Long",China,1
"Prakash, P.S.",Unknown,1
"Yang, Yongjian",China,1
"Zou, Yue",China,1
"Başeski, Emre",Turkey,1
"Dewitz, Jon",Unknown,1
"Zhao, Yang",China,1
"Zhang, He",China,1
"Han, Yihui",China,1
"Montes, F.",Unknown,1
"Iwasaki, Nobusuke",Unknown,1
"Wang, Lin",China,1
"Kang, Zizhuang",China,1
"Shankar, Hari",China,1
"Deng, Xiaolong",China,1
"Arya, Sunny",Unknown,1
"Gu, Yan",China,1
"Pang, Xinyan",Unknown,1
"Yilmaz, Alper",Turkey,1
"Wang, Dongchuan",China,1
"LaForest, Lisa M.",Unknown,1
"Wang, Yu",China,1
"Li, Jinling",China,1
"Qu, Jian",Unknown,1
"Sun, Xiaodan",China,1
"Tang, William C.",China,1
"She, Wenqing",Unknown,1
"Li, Xiaoming",China,1
"Zhu, Yuxin",China,1
"Zhang, Hongbin",China,1
"Zhengfeng, Shao",China,1
"Sha, Hongjun",China,1
"Sekhawat, Kapila",Unknown,1
"Rutzinger, Martin",Unknown,1
"Tian, Yuyang",China,1
"Gong, Jianya",Unknown,1
"Shin, Dongyoon",Korea,1
"Hao, Zhigang",Unknown,1
"He, Wei",China,1
"Fritsch, D.",Unknown,1
"Liu, Lifeng",China,1
"Bai, Weishan",China,1
"Guo, Xiaoyu",China,1
"Zhu, Kaikai",China,1
"Bai, Wensen",China,1
"Hassan, Faez M.",Japan,1
"Yu, Shengjie",China,1
"Yang, Bin",China,1
"Jassim, Mohammed Anwer",Arab,1
"Wei, Lianhuan",China,1
"Li, Manchun",China,1
"Upadhyay, Pravin K.",Unknown,1
"Pirotti, Francesco",Unknown,1
"Huang, Jingcai",China,1
"Song, Yanfeng",China,1
"Ritelli, M.",Unknown,1
"Gao, Fang",China,1
"Zhang, Chengye",China,1
"Alves, Renata M. S.",Unknown,1
"Jia, Mengna",Unknown,1
"Häufel, Gisela",Germany,1
"Dang, Chaoya",Unknown,1
"Guarnieri, Alberto",Unknown,1
"Shao, Xi",China,1
"Wang, Jiejun",China,1
"Khoshboresh-Masouleh, Mehdi",Unknown,1
"Tonbul, Hasan",Unknown,1
"Liu, Hongxing",China,1
"Heidarian, Hassan",Arab,1
"Huang, Haiyan",China,1
"Mustafin, Radik",Unknown,1
"Garg, Rahul Dev",Unknown,1
"Wang, Wenliang",China,1
"Wang, Min",China,1
"Huang, Chengquan",China,1
"Anzalone, Braxton",Unknown,1
"Liu, Cunxi",China,1
"Kirk, Jerry",Unknown,1
"Czaplicka, Marta",Unknown,1
"Zhao, Chunxi",China,1
"Liu, Jung-kuan",China,1
"Shi, Yanzhe",China,1
"Oliver, Clancy",Unknown,1
"Yao, Junyuan",China,1
"Chen, Liping",China,1
"Yan, Yanan",China,1
"Arundel, Samantha T.",Unknown,1
"Xiong, Ying",China,1
"Diaz, Jeremy",Spain,1
"Chen, Yilan",China,1
"Wu, Emma",China,1
"Jiangwei, Hu",Unknown,1
"McIntyre, Nancy E.",Unknown,1
"Liu, Jia",China,1
"Wang, Ruilin",China,1
"Liu, Xiaoqiang",China,1
"Rubio-Cuadrado, A.",Unknown,1
